cve,severity,reward,bug_tracker_id,bug_tracker_url,description,reporter,report_date,release_post_url,release_post_title,release_published,raw_line
CVE-2024-6100,High,$N/A,344608204,https://issues.chromium.org/issues/344608204,Type Confusion in V8,Seunghyun Lee (@0x10n) participating in SSD Secure Disclosure's TyphoonPWN 2024,2024-06-04,https://chromereleases.googleblog.com/2024/06/stable-channel-update-for-desktop_18.html,Stable Channel Update for Desktop,2024-06-18T12:41:00.000-07:00,[$N/A][344608204] High CVE-2024-6100: Type Confusion in V8. Reported by Seunghyun Lee (@0x10n) participating in SSD Secure Disclosure's TyphoonPWN 2024 on 2024-06-04
CVE-2024-5830,High,$25000,342456991,https://issues.chromium.org/issues/342456991,Type Confusion in V8,Man Yue Mo of GitHub Security Lab,2024-05-24,https://chromereleases.googleblog.com/2024/06/stable-channel-update-for-desktop.html,Stable Channel Update for Desktop,2024-06-11T12:56:00.000-07:00,[$25000][342456991] High CVE-2024-5830: Type Confusion in V8. Reported by Man Yue Mo of GitHub Security Lab on 2024-05-24
CVE-2024-5833,High,$7000,342602616,https://issues.chromium.org/issues/342602616,Type Confusion in V8,@ginggilBesel,2024-05-24,https://chromereleases.googleblog.com/2024/06/stable-channel-update-for-desktop.html,Stable Channel Update for Desktop,2024-06-11T12:56:00.000-07:00,[$7000][342602616] High CVE-2024-5833: Type Confusion in V8. Reported by @ginggilBesel on 2024-05-24
CVE-2024-5837,High,TBD,342415789,https://issues.chromium.org/issues/342415789,Type Confusion in V8,Anonymous,2024-05-23,https://chromereleases.googleblog.com/2024/06/stable-channel-update-for-desktop.html,Stable Channel Update for Desktop,2024-06-11T12:56:00.000-07:00,[TBD][342415789] High CVE-2024-5837: Type Confusion in V8. Reported by Anonymous on 2024-05-23
CVE-2024-5838,High,TBD,342522151,https://issues.chromium.org/issues/342522151,Type Confusion in V8,Zhenghang Xiao (@Kipreyyy),2024-05-24,https://chromereleases.googleblog.com/2024/06/stable-channel-update-for-desktop.html,Stable Channel Update for Desktop,2024-06-11T12:56:00.000-07:00,[TBD][342522151] High CVE-2024-5838: Type Confusion in V8. Reported by Zhenghang Xiao (@Kipreyyy) on 2024-05-24
CVE-2024-5841,Medium,$2000,326765855,https://issues.chromium.org/issues/326765855,Use after free in V8,Cassidy Kim(@cassidy6564),2024-02-26,https://chromereleases.googleblog.com/2024/06/stable-channel-update-for-desktop.html,Stable Channel Update for Desktop,2024-06-11T12:56:00.000-07:00,[$2000][326765855] Medium CVE-2024-5841: Use after free in V8. Reported by Cassidy Kim(@cassidy6564) on 2024-02-26
CVE-2024-5274,High,N/A,341663589,https://issues.chromium.org/issues/341663589,Type Confusion in V8,Clément Lecigne of Google's Threat Analysis Group and Brendon Tiszka of Chrome Security,2024-05-20,https://chromereleases.googleblog.com/2024/05/stable-channel-update-for-desktop_23.html,Stable Channel Update for Desktop,2024-05-23T16:13:00.000-07:00,[N/A][341663589] High CVE-2024-5274: Type Confusion in V8. Reported by Clément Lecigne of Google's Threat Analysis Group and Brendon Tiszka of Chrome Security on 2024-05-20
CVE-2024-5158,High,$10000,338908243,https://issues.chromium.org/issues/338908243,Type Confusion in V8,Zhenghang Xiao (@Kipreyyy),2024-05-06,https://chromereleases.googleblog.com/2024/05/stable-channel-update-for-desktop_21.html,Stable Channel Update for Desktop,2024-05-21T12:11:00.000-07:00,[$10000][338908243] High CVE-2024-5158: Type Confusion in V8. Reported by Zhenghang Xiao (@Kipreyyy) on 2024-05-06
CVE-2024-4947,High,TBD,340221135,https://issues.chromium.org/issues/340221135,Type Confusion in V8,Vasily Berdnikov (@vaber_b) and Boris Larin (@oct0xor) of Kaspersky,2024-05-13,https://chromereleases.googleblog.com/2024/05/stable-channel-update-for-desktop_15.html,Stable Channel Update for Desktop,2024-05-15T13:24:00.000-07:00,[TBD][340221135] High CVE-2024-4947: Type Confusion in V8. Reported by Vasily Berdnikov (@vaber_b) and Boris Larin (@oct0xor) of Kaspersky on 2024-05-13
CVE-2024-4949,Medium,$7000,326607001,https://issues.chromium.org/issues/326607001,Use after free in V8,Ganjiang Zhou(@refrain_areu) of ChaMd5-H1 team,2024-02-24,https://chromereleases.googleblog.com/2024/05/stable-channel-update-for-desktop_15.html,Stable Channel Update for Desktop,2024-05-15T13:24:00.000-07:00,[$7000][326607001] Medium CVE-2024-4949: Use after free in V8. Reported by Ganjiang Zhou(@refrain_areu) of ChaMd5-H1 team on 2024-02-24
CVE-2024-4761,High,N/A,339458194,https://issues.chromium.org/issues/339458194,Out of bounds write in V8,Anonymous,2024-05-09,https://chromereleases.googleblog.com/2024/05/stable-channel-update-for-desktop_13.html,Stable Channel Update for Desktop,2024-05-13T13:49:00.000-07:00,[N/A][339458194] High CVE-2024-4761: Out of bounds write in V8. Reported by Anonymous on 2024-05-09
CVE-2024-3832,High,$20000,331358160,https://issues.chromium.org/issues/331358160,Object corruption in V8,Man Yue Mo of GitHub Security Lab,2024-03-27,https://chromereleases.googleblog.com/2024/05/stable-channel-update-for-chromeos.html,Stable Channel Update for ChromeOS / ChromeOS Flex,2024-05-01T13:55:00.000-07:00,[$20000][331358160] High CVE-2024-3832: Object corruption in V8. Reported by Man Yue Mo of GitHub Security Lab on 2024-03-27
CVE-2024-3914,High,N/A,330759272,https://issues.chromium.org/issues/330759272,Use after free in V8,"Seunghyun Lee (@0x10n) of KAIST Hacking Lab, via Pwn2Own 2024",2024-03-21,https://chromereleases.googleblog.com/2024/05/stable-channel-update-for-chromeos.html,Stable Channel Update for ChromeOS / ChromeOS Flex,2024-05-01T13:55:00.000-07:00,"[N/A][330759272] High CVE-2024-3914: Use after free in V8. Reported by Seunghyun Lee (@0x10n) of KAIST Hacking Lab, via Pwn2Own 2024 on 2024-03-21"
CVE-2024-4059,High,TBD,333182464,https://issues.chromium.org/issues/333182464,Out of bounds read in V8 API,Eirik,2024-04-08,https://chromereleases.googleblog.com/2024/04/stable-channel-update-for-desktop_24.html,Stable Channel Update for Desktop,2024-04-24T03:31:00.000-07:00,[TBD][333182464] High CVE-2024-4059: Out of bounds read in V8 API. Reported by Eirik on 2024-04-08
CVE-2024-2625,High,"$15000, $7000","327740539, 40072287",,Object lifecycle issue in V8,Ganjiang Zhou(@refrain_areu) of ChaMd5-H1 team on 2024-03-01 and CFF of Topsec Alpha Team,2023-09-14,https://chromereleases.googleblog.com/2024/04/stable-channel-update-for-desktop_16.html,Stable Channel Update for Desktop,2024-04-16T14:39:00.000-07:00,"[$15000, $7000][327740539, 40072287] High CVE-2024-2625: Object lifecycle issue in V8. Reported by Ganjiang Zhou(@refrain_areu) of ChaMd5-H1 team on 2024-03-01 and CFF of Topsec Alpha Team on 2023-09-14"
CVE-2024-3156,High,$7000,329130358,https://issues.chromium.org/issues/329130358,Inappropriate implementation in V8,Zhenghang Xiao (@Kipreyyy),2024-03-12,https://chromereleases.googleblog.com/2024/04/stable-channel-update-for-desktop.html,Stable Channel Update for Desktop,2024-04-02T13:41:00.001-07:00,[$7000][329130358] High CVE-2024-3156: Inappropriate implementation in V8. Reported by Zhenghang Xiao (@Kipreyyy) on 2024-03-12
CVE-2024-3159,High,N/A,330760873,https://issues.chromium.org/issues/330760873,Out of bounds memory access in V8,"Edouard Bochin (@le_douds) and Tao Yan (@Ga1ois) of Palo Alto Networks, via Pwn2Own 2024",2024-03-22,https://chromereleases.googleblog.com/2024/04/stable-channel-update-for-desktop.html,Stable Channel Update for Desktop,2024-04-02T13:41:00.001-07:00,"[N/A][330760873] High CVE-2024-3159: Out of bounds memory access in V8. Reported by Edouard Bochin (@le_douds) and Tao Yan (@Ga1ois) of Palo Alto Networks, via Pwn2Own 2024 on 2024-03-22"
CVE-2024-2173,High,$12000,325893559,https://issues.chromium.org/issues/325893559,Out of bounds memory access in V8,5fceb6172bbf7e2c5a948183b53565b9,2024-02-19,https://chromereleases.googleblog.com/2024/03/stable-channel-update-for-chromeos.html,Stable Channel Update for ChromeOS / ChromeOS Flex,2024-03-05T19:11:00.000-08:00,[$12000][325893559] High CVE-2024-2173: Out of bounds memory access in V8. Reported by 5fceb6172bbf7e2c5a948183b53565b9 on 2024-02-19
CVE-2024-2174,High,$7000,325866363,https://issues.chromium.org/issues/325866363,Inappropriate implementation in V8,5f46f4ee2e17957ba7b39897fb376be8,2024-02-19,https://chromereleases.googleblog.com/2024/03/stable-channel-update-for-chromeos.html,Stable Channel Update for ChromeOS / ChromeOS Flex,2024-03-05T19:11:00.000-08:00,[$7000][325866363] High CVE-2024-2174: Inappropriate implementation in V8. Reported by 5f46f4ee2e17957ba7b39897fb376be8 on 2024-02-19
CVE-2024-1938,High,$7000,324596281,https://issues.chromium.org/issues/324596281,Type Confusion in V8,5f46f4ee2e17957ba7b39897fb376be8,2024-02-11,https://chromereleases.googleblog.com/2024/02/stable-channel-update-for-desktop_27.html,Stable Channel Update for Desktop,2024-02-27T11:14:00.000-08:00,[$7000][324596281] High CVE-2024-1938: Type Confusion in V8. Reported by 5f46f4ee2e17957ba7b39897fb376be8 on 2024-02-11
CVE-2024-1939,High,$7000,323694592,https://issues.chromium.org/issues/323694592,Type Confusion in V8,Bohan Liu (@P4nda20371774) of Tencent Security Xuanwu Lab,2024-02-05,https://chromereleases.googleblog.com/2024/02/stable-channel-update-for-desktop_27.html,Stable Channel Update for Desktop,2024-02-27T11:14:00.000-08:00,[$7000][323694592] High CVE-2024-1939: Type Confusion in V8. Reported by Bohan Liu (@P4nda20371774) of Tencent Security Xuanwu Lab on 2024-02-05
CVE-2024-3169,High,$17000,41491234,https://issues.chromium.org/issues/41491234,Use after free in V8,johnshoop,2024-01-14,https://chromereleases.googleblog.com/2024/01/stable-channel-update-for-desktop_30.html,Stable Channel Update for Desktop,2024-01-30T10:38:00.001-08:00,[$17000][41491234] High CVE-2024-3169: Use after free in V8. Reported by johnshoop on 2024-01-14
CVE-2024-2884,Medium,$8000,41491373,https://issues.chromium.org/issues/41491373,Out of bounds read in V8,Zhenghang Xiao (@Kipreyyy),2024-01-15,https://chromereleases.googleblog.com/2024/01/stable-channel-update-for-desktop_30.html,Stable Channel Update for Desktop,2024-01-30T10:38:00.001-08:00,[$8000][41491373] Medium CVE-2024-2884: Out of bounds read in V8. Reported by Zhenghang Xiao (@Kipreyyy) on 2024-01-15
CVE-2024-0517,High,$16000,1515930,https://issues.chromium.org/issues/1515930,Out of bounds write in V8,Toan (suto) Pham of Qrious Secure,2024-01-06,https://chromereleases.googleblog.com/2024/01/stable-channel-update-for-desktop_16.html,Stable Channel Update for Desktop,2024-01-16T10:11:00.001-08:00,[$16000][1515930] High CVE-2024-0517: Out of bounds write in V8. Reported by Toan (suto) Pham of Qrious Secure on 2024-01-06
CVE-2024-0518,High,$1000,1507412,https://issues.chromium.org/issues/1507412,Type Confusion in V8,Ganjiang Zhou(@refrain_areu) of ChaMd5-H1 team,2023-12-03,https://chromereleases.googleblog.com/2024/01/stable-channel-update-for-desktop_16.html,Stable Channel Update for Desktop,2024-01-16T10:11:00.001-08:00,[$1000][1507412] High CVE-2024-0518: Type Confusion in V8. Reported by Ganjiang Zhou(@refrain_areu) of ChaMd5-H1 team on 2023-12-03
CVE-2024-0519,High,$TBD,1517354,https://issues.chromium.org/issues/1517354,Out of bounds memory access in V8,Anonymous,2024-01-11,https://chromereleases.googleblog.com/2024/01/stable-channel-update-for-desktop_16.html,Stable Channel Update for Desktop,2024-01-16T10:11:00.001-08:00,[$TBD][1517354] High CVE-2024-0519: Out of bounds memory access in V8. Reported by Anonymous on 2024-01-11
CVE-2023-6702,High,$16000,1501326,https://issues.chromium.org/issues/1501326,Type Confusion in V8,Zhiyi Zhang and Zhunki from Codesafe Team of Legendsec at Qi'anxin Group,2023-11-10,https://chromereleases.googleblog.com/2023/12/stable-channel-update-for-desktop_12.html,Stable Channel Update for Desktop,2023-12-12T16:17:00.000-08:00,[$16000][1501326] High CVE-2023-6702: Type Confusion in V8. Reported by Zhiyi Zhang and Zhunki from Codesafe Team of Legendsec at Qi'anxin Group on 2023-11-10
CVE-2024-3174,High,$7000,40073339,https://issues.chromium.org/issues/40073339,Inappropriate implementation in V8,Alan Goodman,2023-09-25,https://chromereleases.googleblog.com/2023/10/stable-channel-update-for-desktop_31.html,Stable Channel Update for Desktop,2023-10-31T14:00:00.000-07:00,[$7000][40073339] High CVE-2024-3174: Inappropriate implementation in V8. Reported by Alan Goodman on 2023-09-25
CVE-2023-5346,High,$8000,1485829,https://issues.chromium.org/issues/1485829,Type Confusion in V8,Amit Kumar,2023-09-22,https://chromereleases.googleblog.com/2023/10/stable-channel-update-for-desktop.html,Stable Channel Update for Desktop,2023-10-03T11:54:00.000-07:00,[$8000][1485829] High CVE-2023-5346: Type Confusion in V8. Reported by Amit Kumar on 2023-09-22
CVE-2023-4762,High,$TBD,1473247,https://issues.chromium.org/issues/1473247,Type Confusion in V8,anonymous,2023-08-16,https://chromereleases.googleblog.com/2023/09/stable-channel-update-for-desktop.html,Stable Channel Update for Desktop,2023-09-05T10:25:00.001-07:00,[$TBD][1473247] High CVE-2023-4762: Type Confusion in V8. Reported by anonymous on 2023-08-16
CVE-2023-4427,High,$NA,1470668,https://issues.chromium.org/issues/1470668,Out of bounds memory access in V8,Sergei Glazunov of Google Project Zero,2023-08-07,https://chromereleases.googleblog.com/2023/08/chrome-desktop-stable-update.html,Stable Channel Update for Desktop,2023-08-22T15:03:00.002-07:00,[$NA][1470668] High CVE-2023-4427: Out of bounds memory access in V8. Reported by Sergei Glazunov of Google Project Zero on 2023-08-07
CVE-2023-4352,High,$NA,1452076,https://issues.chromium.org/issues/1452076,Type Confusion in V8,Sergei Glazunov of Google Project Zero,2023-06-07,https://chromereleases.googleblog.com/2023/08/stable-channel-update-for-desktop_15.html,Stable Channel Update for Desktop,2023-08-15T09:23:00.001-07:00,[$NA][1452076] High CVE-2023-4352: Type Confusion in V8. Reported by Sergei Glazunov of Google Project Zero on 2023-06-07
CVE-2023-4355,High,$NA,1468943,https://issues.chromium.org/issues/1468943,Out of bounds memory access in V8,Sergei Glazunov of Google Project Zero,2023-07-31,https://chromereleases.googleblog.com/2023/08/stable-channel-update-for-desktop_15.html,Stable Channel Update for Desktop,2023-08-15T09:23:00.001-07:00,[$NA][1468943] High CVE-2023-4355: Out of bounds memory access in V8. Reported by Sergei Glazunov of Google Project Zero on 2023-07-31
CVE-2023-4068,High,$23000,1466183,https://issues.chromium.org/issues/1466183,Type Confusion in V8,Jerry,2023-07-20,https://chromereleases.googleblog.com/2023/08/stable-channel-update-for-desktop.html,Stable Channel Update for Desktop,2023-08-02T12:52:00.001-07:00,[$23000][1466183] High CVE-2023-4068: Type Confusion in V8. Reported by Jerry on 2023-07-20
CVE-2023-4069,High,$21000,1465326,https://issues.chromium.org/issues/1465326,Type Confusion in V8,Man Yue Mo of GitHub Security Lab,2023-07-17,https://chromereleases.googleblog.com/2023/08/stable-channel-update-for-desktop.html,Stable Channel Update for Desktop,2023-08-02T12:52:00.001-07:00,[$21000][1465326] High CVE-2023-4069: Type Confusion in V8. Reported by Man Yue Mo of GitHub Security Lab on 2023-07-17
CVE-2023-4070,High,$20000,1462951,https://issues.chromium.org/issues/1462951,Type Confusion in V8,Jerry,2023-07-07,https://chromereleases.googleblog.com/2023/08/stable-channel-update-for-desktop.html,Stable Channel Update for Desktop,2023-08-02T12:52:00.001-07:00,[$20000][1462951] High CVE-2023-4070: Type Confusion in V8. Reported by Jerry on 2023-07-07
CVE-2023-3420,High,$20000,1452137,https://issues.chromium.org/issues/1452137,Type Confusion in V8,Man Yue Mo of GitHub Security Lab,2023-06-07,https://chromereleases.googleblog.com/2023/06/stable-channel-update-for-desktop_26.html,Stable Channel Update for Desktop,2023-06-26T13:25:00.000-07:00,[$20000][1452137] High CVE-2023-3420: Type Confusion in V8. Reported by Man Yue Mo of GitHub Security Lab on 2023-06-07
CVE-2023-3216,High,$TBD,1450114,https://issues.chromium.org/issues/1450114,Type Confusion in V8,5n1p3r0010,2023-05-31,https://chromereleases.googleblog.com/2023/06/stable-channel-update-for-desktop_13.html,Stable Channel Update for Desktop,2023-06-13T09:53:00.001-07:00,[$TBD][1450114] High CVE-2023-3216: Type Confusion in V8. Reported by 5n1p3r0010 on 2023-05-31
CVE-2023-3079,High,$NA,1450481,https://issues.chromium.org/issues/1450481,Type Confusion in V8,Clément Lecigne of Google's Threat Analysis Group,2023-06-01,https://chromereleases.googleblog.com/2023/06/stable-channel-update-for-desktop.html,Stable Channel Update for Desktop,2023-06-05T13:11:00.000-07:00,[$NA][1450481] High CVE-2023-3079: Type Confusion in V8. Reported by Clément Lecigne of Google's Threat Analysis Group on 2023-06-01
CVE-2023-2935,High,$NA,1440695,https://issues.chromium.org/issues/1440695,Type Confusion in V8,Sergei Glazunov of Google Project Zero,2023-04-27,https://chromereleases.googleblog.com/2023/05/stable-channel-update-for-desktop_30.html,Stable Channel Update for Desktop,2023-05-30T13:16:00.002-07:00,[$NA][1440695] High CVE-2023-2935: Type Confusion in V8. Reported by Sergei Glazunov of Google Project Zero on 2023-04-27
CVE-2023-2936,High,$NA,1443452,https://issues.chromium.org/issues/1443452,Type Confusion in V8,Sergei Glazunov of Google Project Zero,2023-05-08,https://chromereleases.googleblog.com/2023/05/stable-channel-update-for-desktop_30.html,Stable Channel Update for Desktop,2023-05-30T13:16:00.002-07:00,[$NA][1443452] High CVE-2023-2936: Type Confusion in V8. Reported by Sergei Glazunov of Google Project Zero on 2023-05-08
CVE-2023-2724,High,$NA,1433211,https://issues.chromium.org/issues/1433211,Type Confusion in V8,Sergei Glazunov of Google Project Zero,2023-04-14,https://chromereleases.googleblog.com/2023/05/stable-channel-update-for-desktop_16.html,Stable Channel Update for Desktop,2023-05-16T11:16:00.002-07:00,[$NA][1433211] High CVE-2023-2724: Type Confusion in V8. Reported by Sergei Glazunov of Google Project Zero on 2023-04-14
CVE-2023-2033,High,$NA,1432210,https://issues.chromium.org/issues/1432210,Type Confusion in V8,Clément Lecigne of Google's Threat Analysis Group,2023-04-11,https://chromereleases.googleblog.com/2023/04/stable-channel-update-for-desktop_14.html,Stable Channel Update for Desktop,2023-04-14T10:14:00.000-07:00,[$NA][1432210] High CVE-2023-2033: Type Confusion in V8. Reported by Clément Lecigne of Google's Threat Analysis Group on 2023-04-11
CVE-2023-1214,High,$10000,1412487,https://issues.chromium.org/issues/1412487,Type Confusion in V8,Man Yue Mo of GitHub Security Lab,2023-02-03,https://chromereleases.googleblog.com/2023/03/stable-channel-update-for-desktop.html,Stable Channel Update for Desktop,2023-03-07T13:16:00.004-08:00,[$10000][1412487] High CVE-2023-1214: Type Confusion in V8. Reported by Man Yue Mo of GitHub Security Lab on 2023-02-03
CVE-2023-0696,High,$7000,1402270,https://issues.chromium.org/issues/1402270,Type Confusion in V8,Haein Lee at KAIST Hacking Lab,2022-12-18,https://chromereleases.googleblog.com/2023/02/stable-channel-update-for-desktop.html,Stable Channel Update for Desktop,2023-02-07T11:37:00.000-08:00,[$7000][1402270] High CVE-2023-0696: Type Confusion in V8. Reported by Haein Lee at KAIST Hacking Lab on 2022-12-18
CVE-2022-4262,High,$NA,1394403,https://issues.chromium.org/issues/1394403,Type Confusion in V8,Clement Lecigne of Google's Threat Analysis Group,2022-11-29,https://chromereleases.googleblog.com/2022/12/stable-channel-update-for-desktop.html,Stable Channel Update for Desktop,2022-12-02T12:04:00.001-08:00,[$NA][1394403] High CVE-2022-4262: Type Confusion in V8. Reported by Clement Lecigne of Google's Threat Analysis Group on 2022-11-29
CVE-2022-4174,High,$15000,1379054,https://issues.chromium.org/issues/1379054,Type Confusion in V8,Zhenghang Xiao (@Kipreyyy),2022-10-27,https://chromereleases.googleblog.com/2022/11/stable-channel-update-for-desktop_29.html,Stable Channel Update for Desktop,2022-11-29T14:34:00.005-08:00,[$15000][1379054] High CVE-2022-4174: Type Confusion in V8. Reported by Zhenghang Xiao (@Kipreyyy) on 2022-10-27
CVE-2022-3885,High,$21000,1377816,https://issues.chromium.org/issues/1377816,Use after free in V8,gzobqq@,2022-10-24,https://chromereleases.googleblog.com/2022/11/stable-channel-update-for-desktop.html,Stable Channel Update for Desktop,2022-11-08T14:29:00.000-08:00,[$21000][1377816] High CVE-2022-3885: Use after free in V8. Reported by gzobqq@ on 2022-10-24
CVE-2022-3889,High,$TBD,1380063,https://issues.chromium.org/issues/1380063,Type Confusion in V8,anonymous,2022-11-01,https://chromereleases.googleblog.com/2022/11/stable-channel-update-for-desktop.html,Stable Channel Update for Desktop,2022-11-08T14:29:00.000-08:00,[$TBD][1380063] High CVE-2022-3889: Type Confusion in V8. Reported by anonymous on 2022-11-01
CVE-2022-3723,High,$TBD,1378239,https://issues.chromium.org/issues/1378239,Type Confusion in V8,"Jan Vojtěšek, Milánek, and Przemek Gmerek of Avast",2022-10-25,https://chromereleases.googleblog.com/2022/10/stable-channel-update-for-desktop_27.html,Stable Channel Update for Desktop,2022-10-27T13:28:00.000-07:00,"[$TBD][1378239] High CVE-2022-3723: Type Confusion in V8. Reported by Jan Vojtěšek, Milánek, and Przemek Gmerek of Avast on 2022-10-25"
CVE-2022-3652,High,$20000,1369871,https://issues.chromium.org/issues/1369871,Type Confusion in V8,srodulv and ZNMchtss at S.S.L Team,2022-09-30,https://chromereleases.googleblog.com/2022/10/stable-channel-update-for-desktop_25.html,Stable Channel Update for Desktop,2022-10-25T11:08:00.003-07:00,[$20000][1369871] High CVE-2022-3652: Type Confusion in V8. Reported by srodulv and ZNMchtss at S.S.L Team on 2022-09-30
CVE-2022-3373,High,$10000,1366399,https://issues.chromium.org/issues/1366399,Out of bounds write in V8,Tibor Klajnscek,2022-09-21,https://chromereleases.googleblog.com/2022/09/stable-channel-update-for-desktop_30.html,Stable Channel Update for Desktop,2022-09-30T09:16:00.000-07:00,[$10000][1366399] High CVE-2022-3373: Out of bounds write in V8. Reported by Tibor Klajnscek on 2022-09-21
CVE-2022-3045,High,$TBD,1339648,https://issues.chromium.org/issues/1339648,Insufficient validation of untrusted input in V8,Ben Noordhuis <info@bnoordhuis.nl>,2022-06-26,https://chromereleases.googleblog.com/2022/08/stable-channel-update-for-desktop_30.html,Stable Channel Update for Desktop,2022-08-30T11:08:00.003-07:00,[$TBD][1339648] High CVE-2022-3045: Insufficient validation of untrusted input in V8. Reported by Ben Noordhuis <info@bnoordhuis.nl> on 2022-06-26
CVE-2022-2295,High,$7500,1336869,https://issues.chromium.org/issues/1336869,Type Confusion in V8,avaue and Buff3tts at S.S.L.,2022-06-16,https://chromereleases.googleblog.com/2022/07/chrome-for-android-update.html,Chrome for Android Update,2022-07-04T12:30:00.003-07:00,[$7500][1336869] High CVE-2022-2295: Type Confusion in V8. Reported by avaue and Buff3tts at S.S.L. on 2022-06-16
