cve,severity,reward,bug_tracker_ids,bug_tracker_urls,description,reporter,report_date,release_published,release_post_url,fix_commit_urls,fix_cl_urls,fix_subjects
CVE-2024-3174,High,$7000,40073339,https://issues.chromium.org/issues/40073339,Inappropriate implementation in V8,Alan Goodman,2023-09-25,2023-10-31T14:00:00.000-07:00,https://chromereleases.googleblog.com/2023/10/stable-channel-update-for-desktop_31.html,,,
CVE-2023-5346,High,$8000,1485829,https://issues.chromium.org/issues/1485829,Type Confusion in V8,Amit Kumar,2023-09-22,2023-10-03T11:54:00.000-07:00,https://chromereleases.googleblog.com/2023/10/stable-channel-update-for-desktop.html,https://chromium.googlesource.com/v8/v8/+/bd75ac35aa55a3739c01f71db2a7f34a93447faf | https://chromium.googlesource.com/v8/v8/+/7053cae631ba0482a84d45b9fa8a741910127008 | https://chromium.googlesource.com/v8/v8/+/ccff355b60e017793c62355ada7b170651748ab3,https://chromium-review.googlesource.com/c/v8/v8/+/4887196 | https://chromium-review.googlesource.com/c/v8/v8/+/5029995 | https://chromium-review.googlesource.com/c/v8/v8/+/5033757,[liftoff][arm64] Use MacroAssembler branch method | Use checked truncation when computing branch offsets on arm64 | Use checked truncation in more places in arm64 assembler
CVE-2023-4762,High,$TBD,1473247,https://issues.chromium.org/issues/1473247,Type Confusion in V8,anonymous,2023-08-16,2023-09-05T10:25:00.001-07:00,https://chromereleases.googleblog.com/2023/09/stable-channel-update-for-desktop.html,https://chromium.googlesource.com/v8/v8/+/ae7dc61652805bc8e2b060d53b2b6da7cf846b6f | https://chromium.googlesource.com/chromium/src/+/c710209e6e17607ef0800da43de434a5ad7b90d7 | https://chromium.googlesource.com/v8/v8/+/6147669845da4ecdc952b329707628515af36a98 | https://chromium.googlesource.com/chromium/src/+/72d81ffaabeb402fffeb8adf07ab70b47b02ee78,https://chromium-review.googlesource.com/c/v8/v8/+/4817946 | https://chromium-review.googlesource.com/c/chromium/src/+/4833596 | https://chromium-review.googlesource.com/c/v8/v8/+/4854413 | https://chromium-review.googlesource.com/c/chromium/src/+/4883141,[turbofan] Growing a non-JSArray packed elements kind makes it holey | Roll v8 11.6 from 5edaa0f442c6 to 65d8fbecd82d (2 revisions) | [M114-LTS][turbofan] Growing a non-JSArray packed elements kind makes it holey | Roll v8 11.4 from a8a50370e695 to 7350617e56ce (2 revisions)
CVE-2023-4427,High,$NA,1470668,https://issues.chromium.org/issues/1470668,Out of bounds memory access in V8,Sergei Glazunov of Google Project Zero,2023-08-07,2023-08-22T15:03:00.002-07:00,https://chromereleases.googleblog.com/2023/08/chrome-desktop-stable-update.html,https://chromium.googlesource.com/v8/v8/+/1c623f9ff6e077be1c66f155485ea4005ddb6574 | https://chromium.googlesource.com/v8/v8/+/5516e06237c9f0013121f47319e8c253c896d52d | https://chromium.googlesource.com/chromium/src/+/9f6c03aaf46d656d7a41e1d0895ad5341af36239 | https://chromium.googlesource.com/chromium/src/+/d8bca4ce1e3d7120ab4e5b315349ed4b76d2ca03 | https://chromium.googlesource.com/chromium/src/+/8713fc891a1764ad8bb85b03d8552953afbad534 | https://chromium.googlesource.com/chromium/src/+/48246d8b0a1a0d5d96c4a93ff3ad098c8a8b0da0,https://chromium-review.googlesource.com/c/v8/v8/+/4771019 | https://chromium-review.googlesource.com/c/v8/v8/+/4775581 | https://chromium-review.googlesource.com/c/chromium/src/+/4789407 | https://chromium-review.googlesource.com/c/chromium/src/+/4791783 | https://chromium-review.googlesource.com/c/chromium/src/+/4830712 | https://chromium-review.googlesource.com/c/chromium/src/+/4834206,[runtime] Recreate enum cache on map update | [runtime] Don't try to create empty enum cache. | Roll v8 11.7 from 7adb92fdafac to c0db1a9114db (2 revisions) | Roll v8 11.6 from 97c6f935aa8e to 5edaa0f442c6 (2 revisions) | Roll v8 11.4 from 978934af4a29 to a8a50370e695 (2 revisions) | Roll v8 10.8 from 870dcbede862 to 0767189fbb2b (4 revisions)
CVE-2023-4352,High,$NA,1452076,https://issues.chromium.org/issues/1452076,Type Confusion in V8,Sergei Glazunov of Google Project Zero,2023-06-07,2023-08-15T09:23:00.001-07:00,https://chromereleases.googleblog.com/2023/08/stable-channel-update-for-desktop_15.html,https://chromium.googlesource.com/v8/v8/+/95eda07ddbc1839e39b3d1ff5db329c0ceb6dfaa,https://chromium-review.googlesource.com/c/v8/v8/+/4608408,[compiler] check for read-only property on AccessMode::kDefine
CVE-2023-4355,High,$NA,1468943,https://issues.chromium.org/issues/1468943,Out of bounds memory access in V8,Sergei Glazunov of Google Project Zero,2023-07-31,2023-08-15T09:23:00.001-07:00,https://chromereleases.googleblog.com/2023/08/stable-channel-update-for-desktop_15.html,https://chromium.googlesource.com/v8/v8/+/a84849ed718932b94dc877bb44a2d38eb8a0aef9 | https://chromium.googlesource.com/v8/v8/+/5de0d32413a4322eee59def5aa6ae2e303245622,https://chromium-review.googlesource.com/c/v8/v8/+/4743603 | https://chromium-review.googlesource.com/c/v8/v8/+/4762696,[builtins] Clear FixedArray slot in Promise builtins | [heap] Check that markers don't see filler objects
CVE-2023-4068,High,$23000,1466183,https://issues.chromium.org/issues/1466183,Type Confusion in V8,Jerry,2023-07-20,2023-08-02T12:52:00.001-07:00,https://chromereleases.googleblog.com/2023/08/stable-channel-update-for-desktop.html,https://chromium.googlesource.com/v8/v8/+/b947905d27518b7764607708ec9f74ac3ea94b6b | https://chromium.googlesource.com/v8/v8/+/44afa696eaa7d8bb605bd3a726710f11e4907e11 | https://chromium.googlesource.com/v8/v8/+/356259e2addd9d600568edcf3674546d554f95b3 | https://chromium.googlesource.com/v8/v8/+/8d60b1d3b1bea9a20219628c99d004c179a84151 | https://chromium.googlesource.com/chromium/src/+/4ab81369449d485868e715543a2423dfb5a7d759 | https://chromium.googlesource.com/chromium/src/+/f5b22e073e0f8cb8e39e060cb661630ee8a8c8fa | https://chromium.googlesource.com/chromium/src/+/1892c860e7979eecb119ff4bda8a92070fa7c5cf | https://chromium.googlesource.com/v8/v8/+/1a114815001332b0d7fc7bff179e889fcb58ff99,https://chromium-review.googlesource.com/c/v8/v8/+/4701553 | https://chromium-review.googlesource.com/c/v8/v8/+/4714685 | https://chromium-review.googlesource.com/c/v8/v8/+/4714687 | https://chromium-review.googlesource.com/c/v8/v8/+/4714606 | https://chromium-review.googlesource.com/c/chromium/src/+/4714270 | https://chromium-review.googlesource.com/c/chromium/src/+/4714269 | https://chromium-review.googlesource.com/c/chromium/src/+/4711900 | https://chromium-review.googlesource.com/c/v8/v8/+/5319507,[wasm-gc] Use wasm-null as default value for wasm reference types | [wasm-gc] Use wasm-null as default value for wasm reference types | [wasm-gc] Use wasm-null as default value for wasm reference types | [wasm-gc] Use wasm-null as default value for wasm reference types | Roll v8 11.6 from dc8603588d80 to 578812b03709 (2 revisions) | Roll v8 11.5 from 34340db35ab9 to 4fe6b3c798fa (2 revisions) | Roll v8 11.4 from d7561b88d067 to 978934af4a29 (2 revisions) | [wasm-gc] Add missing test for security bug
CVE-2023-4069,High,$21000,1465326,https://issues.chromium.org/issues/1465326,Type Confusion in V8,Man Yue Mo of GitHub Security Lab,2023-07-17,2023-08-02T12:52:00.001-07:00,https://chromereleases.googleblog.com/2023/08/stable-channel-update-for-desktop.html,https://chromium.googlesource.com/v8/v8/+/ed93bef7ab786d5367c2ae7882922c23aa0eda64 | https://chromium.googlesource.com/v8/v8/+/d15afca328ff671ff5990c38561f319bac1537b3 | https://chromium.googlesource.com/v8/v8/+/896deb576574f1dd27d6dccc025fa6ac4b4c5ba7 | https://chromium.googlesource.com/chromium/src/+/4b5d3ab5d6fe5b71e40d77e8f4df3f0659c4833c | https://chromium.googlesource.com/chromium/src/+/bde5ec76f634de6b36b9975061244b9ac18b608c,https://chromium-review.googlesource.com/c/v8/v8/+/4694007 | https://chromium-review.googlesource.com/c/v8/v8/+/4711048 | https://chromium-review.googlesource.com/c/v8/v8/+/4711047 | https://chromium-review.googlesource.com/c/chromium/src/+/4711227 | https://chromium-review.googlesource.com/c/chromium/src/+/4711530,[maglev] Fix default constructor instantiation | Merged: [maglev] Fix default constructor instantiation | Merged: [maglev] Fix default constructor instantiation | Roll v8 11.5 from b78fc4345a6e to 34340db35ab9 (2 revisions) | Roll v8 11.6 from aed1c67f1f98 to dc8603588d80 (2 revisions)
CVE-2023-4070,High,$20000,1462951,https://issues.chromium.org/issues/1462951,Type Confusion in V8,Jerry,2023-07-07,2023-08-02T12:52:00.001-07:00,https://chromereleases.googleblog.com/2023/08/stable-channel-update-for-desktop.html,https://chromium.googlesource.com/v8/v8/+/65a913ada7c46baaab65580e31b4d3cc2114973f | https://chromium.googlesource.com/v8/v8/+/92a908e24a0150eca0c31ada47db7f5db71ffd4c | https://chromium.googlesource.com/chromium/src/+/8d01f1b988464c6d3e53fb0eb950a36a846a7b11 | https://chromium.googlesource.com/v8/v8/+/cc27fded5beff8b6c0b344851c3ccb3a597fddc7 | https://chromium.googlesource.com/v8/v8/+/96fc6d931c9714a347322572048aa83772a65e4e | https://chromium.googlesource.com/chromium/src/+/ce6323c143f19d9d17a59d7db645a888c6ac774b | https://chromium.googlesource.com/chromium/src/+/15958f753360c9fa6eabe835217a094ca816ce8b | https://chromium.googlesource.com/v8/v8/+/179110353d97ecb426100188333531b43a6b3b7d,https://chromium-review.googlesource.com/c/v8/v8/+/4675296 | https://chromium-review.googlesource.com/c/v8/v8/+/4677662 | https://chromium-review.googlesource.com/c/chromium/src/+/4677877 | https://chromium-review.googlesource.com/c/v8/v8/+/4684072 | https://chromium-review.googlesource.com/c/v8/v8/+/4677663 | https://chromium-review.googlesource.com/c/chromium/src/+/4691414 | https://chromium-review.googlesource.com/c/chromium/src/+/4692375 | https://chromium-review.googlesource.com/c/v8/v8/+/5319506,[wasm-gc][liftoff] Fix bug | [wasm-gc] Merge a few fixes | Roll v8 11.6 from 1f2fd1eb67e4 to 762df8e03839 (2 revisions) | [wasm-gc] Merge a few fixes | [wasm-gc] Merge a few fixes | Roll v8 11.5 from 02a41ee75deb to b78fc4345a6e (2 revisions) | Roll v8 11.4 from 45b9fbcc1bb2 to d7561b88d067 (2 revisions) | [wasm][liftoff] Missing test for security bug
CVE-2023-3420,High,$20000,1452137,https://issues.chromium.org/issues/1452137,Type Confusion in V8,Man Yue Mo of GitHub Security Lab,2023-06-07,2023-06-26T13:25:00.000-07:00,https://chromereleases.googleblog.com/2023/06/stable-channel-update-for-desktop_26.html,https://chromium.googlesource.com/v8/v8/+/e548943e473b020fdc1de6e5543ca31b24d8b7f9 | https://chromium.googlesource.com/v8/v8/+/c7c447735f762f6d6d0878e229371797845ef4ab | https://chromium.googlesource.com/v8/v8/+/f58b1da35ee8ce5c7a4aebe270c9e00c09330f96 | https://chromium.googlesource.com/chromium/src/+/5062a4ed8928b1e4d8c1b841ab5d7662a54bdf36 | https://chromium.googlesource.com/chromium/src/+/f1b1d3733cac4f70a5d972f1a2aecee057c95e8b | https://chromium.googlesource.com/chromium/src/+/6ab683ab193d5ee5e22c1f8a323ecb8245531ca5 | https://chromium.googlesource.com/chromium/src/+/05ab25640db9d7a59adf79b902c4d599b6d9bbc0,https://chromium-review.googlesource.com/c/v8/v8/+/4610750 | https://chromium-review.googlesource.com/c/v8/v8/+/4618153 | https://chromium-review.googlesource.com/c/v8/v8/+/4614699 | https://chromium-review.googlesource.com/c/chromium/src/+/4640588 | https://chromium-review.googlesource.com/c/chromium/src/+/4640672 | https://chromium-review.googlesource.com/c/chromium/src/+/4641694 | https://chromium-review.googlesource.com/c/chromium/src/+/4641419,[compiler] StackCheck can have side effects | [runtime] Set instance prototypes directly on maps | [compiler] only handle side-effect free interrupts in loop stack checks | Roll v8 11.4 from 3625de48d1fa to bd4c37db1f7c (2 revisions) | Roll v8 11.6 from 908538cd0754 to 5c2277d79aa4 (2 revisions) | Roll v8 11.5 from 88d0419a76aa to 7d93a3d14599 (4 revisions) | Roll v8 11.4 from bd4c37db1f7c to 58516cf1b23f (2 revisions)
CVE-2023-3216,High,$TBD,1450114,https://issues.chromium.org/issues/1450114,Type Confusion in V8,5n1p3r0010,2023-05-31,2023-06-13T09:53:00.001-07:00,https://chromereleases.googleblog.com/2023/06/stable-channel-update-for-desktop_13.html,https://chromium.googlesource.com/v8/v8/+/a7e2bef27b72f187a7dcdf95714df686f56d9e0b | https://chromium.googlesource.com/v8/v8/+/beb241e62e5b09c0067cac50fc91afa0fd9d7d3c,https://chromium-review.googlesource.com/c/v8/v8/+/4591495 | https://chromium-review.googlesource.com/c/v8/v8/+/4701649,Check for encoding when appending in string builder | [M108-LTS] Check for encoding when appending in string builder
CVE-2023-3079,High,$NA,1450481,https://issues.chromium.org/issues/1450481,Type Confusion in V8,Clément Lecigne of Google's Threat Analysis Group,2023-06-01,2023-06-05T13:11:00.000-07:00,https://chromereleases.googleblog.com/2023/06/stable-channel-update-for-desktop.html,https://chromium.googlesource.com/v8/v8/+/e144f3b71e64e01d6ffd247eb15ca1ff56f6287b | https://chromium.googlesource.com/v8/v8/+/37b33e8480f52968a43cb04fd3f289c7fcba57a3 | https://chromium.googlesource.com/chromium/src/+/a055d5faa545e6c456b3211a4e4e0f64ce1d84af | https://chromium.googlesource.com/chromium/src/+/dce512f4eca7695764d69d4db4147f69a7c556c8 | https://chromium.googlesource.com/chromium/src/+/47d75487538db4d8b2923d2cbe09471af726f2bc | https://chromium.googlesource.com/chromium/src/+/722ba6090c80a35f1427bd3de1b2b311adf8469d | https://chromium.googlesource.com/chromium/src/+/0773111df762d65aa368642553fe09b47290811b | https://chromium.googlesource.com/v8/v8/+/3724ed3ee86fdac8a373708dd83eb25236f46437 | https://chromium.googlesource.com/chromium/src/+/dcfcb01b984b9e8aaa6ba68c762a56c18fdebba3,https://chromium-review.googlesource.com/c/v8/v8/+/4584248 | https://chromium-review.googlesource.com/c/v8/v8/+/4584889 | https://chromium-review.googlesource.com/c/chromium/src/+/4582097 | https://chromium-review.googlesource.com/c/chromium/src/+/4582626 | https://chromium-review.googlesource.com/c/chromium/src/+/4585117 | https://chromium-review.googlesource.com/c/chromium/src/+/4584920 | https://chromium-review.googlesource.com/c/chromium/src/+/4585207 | https://chromium-review.googlesource.com/c/v8/v8/+/4590637 | https://chromium-review.googlesource.com/c/chromium/src/+/4617831,[ic] Fix store handler selection for arguments objects | Merged: [ic] Fix store handler selection for arguments objects | Roll v8 11.4 from 5e7531112fa5 to 56e5481171da (2 revisions) | Roll v8 11.4 from 5e7531112fa5 to 56e5481171da (2 revisions) | Roll v8 10.9 from 85151537a117 to 1a62acb10d43 (2 revisions) | Roll v8 11.4 from 5e7531112fa5 to 56e5481171da (2 revisions) | Roll v8 11.5 from 565f01c53352 to 84b0aff45ebe (2 revisions) | [M108-LTS][ic] Fix store handler selection for arguments objects | Roll v8 10.8 from 7f410a7d32f3 to 34fd15ec82f6 (2 revisions)
CVE-2023-2935,High,$NA,1440695,https://issues.chromium.org/issues/1440695,Type Confusion in V8,Sergei Glazunov of Google Project Zero,2023-04-27,2023-05-30T13:16:00.002-07:00,https://chromereleases.googleblog.com/2023/05/stable-channel-update-for-desktop_30.html,https://chromium.googlesource.com/v8/v8/+/d125c7329f6e22af4523de3c55de3a22f168acc9 | https://chromium.googlesource.com/chromium/src/+/47c9e744cef9d663600867f2c74a178c64dd455d | https://chromium.googlesource.com/v8/v8/+/0425ca612600121b963156e7c22d837667f8d3e6 | https://chromium.googlesource.com/chromium/src/+/333fd07970522847a28fb938787eca9a323cf2a4 | https://chromium.googlesource.com/v8/v8/+/1e07ccfa5636640d3fabde06fd9df815fb180a5f | https://chromium.googlesource.com/chromium/src/+/382a1f1da8766d73b4d01a391de5f4cded987eaf | https://chromium.googlesource.com/v8/v8/+/06c9d98aeef7083c7f2e9002f87f00de2015665b | https://chromium.googlesource.com/chromium/src/+/225a16b069be22f9cd671c7781c5d304b4005213,https://chromium-review.googlesource.com/c/v8/v8/+/4537324 | https://chromium-review.googlesource.com/c/chromium/src/+/4552196 | https://chromium-review.googlesource.com/c/v8/v8/+/4567879 | https://chromium-review.googlesource.com/c/chromium/src/+/4577894 | https://chromium-review.googlesource.com/c/v8/v8/+/4580007 | https://chromium-review.googlesource.com/c/chromium/src/+/4580567 | https://chromium-review.googlesource.com/c/v8/v8/+/4603935 | https://chromium-review.googlesource.com/c/chromium/src/+/4617072,"[runtime] Fix handling of interceptors | Roll v8 11.4 from 939b4f6223d6 to 4fdc770d9949 (3 revisions) | [M108-LTS][runtime] Fix handling of interceptors | Roll v8 10.8 from b58e4a96710a to 08e44be88d27 (2 revisions) | Revert ""[M108-LTS][runtime] Fix handling of interceptors"" | Roll v8 10.8 from 1882988e02ab to 7f410a7d32f3 (2 revisions) | Reland ""[M108-LTS][runtime] Fix handling of interceptors"" | Roll v8 10.8 from 34fd15ec82f6 to 014b8ef0631a (2 revisions)"
CVE-2023-2936,High,$NA,1443452,https://issues.chromium.org/issues/1443452,Type Confusion in V8,Sergei Glazunov of Google Project Zero,2023-05-08,2023-05-30T13:16:00.002-07:00,https://chromereleases.googleblog.com/2023/05/stable-channel-update-for-desktop_30.html,https://chromium.googlesource.com/v8/v8/+/e98baa3526426c0219bb0474028ca301b8bd0677 | https://chromium.googlesource.com/chromium/src/+/47c9e744cef9d663600867f2c74a178c64dd455d,https://chromium-review.googlesource.com/c/v8/v8/+/4533781 | https://chromium-review.googlesource.com/c/chromium/src/+/4552196,[runtime] Remove redundant calls to GetPropertyAttributes | Roll v8 11.4 from 939b4f6223d6 to 4fdc770d9949 (3 revisions)
CVE-2023-2724,High,$NA,1433211,https://issues.chromium.org/issues/1433211,Type Confusion in V8,Sergei Glazunov of Google Project Zero,2023-04-14,2023-05-16T11:16:00.002-07:00,https://chromereleases.googleblog.com/2023/05/stable-channel-update-for-desktop_16.html,https://chromium.googlesource.com/v8/v8/+/b8020e1973d7d3a50b17c076cd948f079e59f9e5 | https://chromium.googlesource.com/chromium/src/+/d26b72848c567fce4dcafed27060f1452641d5f7 | https://chromium.googlesource.com/chromium/src/+/ab0982cce7a34451bd9612b1b6ab41fe96c54f32 | https://chromium.googlesource.com/chromium/src/+/97572eed23e11601b62125fc77e996a96ec52035 | https://chromium.googlesource.com/v8/v8/+/f4c70bc5e89b70ca4b040a3b89326733daffb3a5 | https://chromium.googlesource.com/chromium/src/+/d06c2d8c3f5d58014f9e751db35afb967a340678,https://chromium-review.googlesource.com/c/v8/v8/+/4458947 | https://chromium-review.googlesource.com/c/chromium/src/+/4503008 | https://chromium-review.googlesource.com/c/chromium/src/+/4516561 | https://chromium-review.googlesource.com/c/chromium/src/+/4516764 | https://chromium-review.googlesource.com/c/v8/v8/+/4573392 | https://chromium-review.googlesource.com/c/chromium/src/+/4579469,[api] Fix v8::Object::SetAccessorProperty | Roll v8 11.4 from 1e3a7485370c to ec7ad04fc590 (2 revisions) | Roll v8 11.2 from 1e26aa8bb3b9 to c5ce393a9aa4 (2 revisions) | Roll v8 11.3 from c4bcf570097d to 62a6b2a10ad6 (2 revisions) | [M108-LTS][api] Fix v8::Object::SetAccessorProperty | Roll v8 10.8 from 08e44be88d27 to 1882988e02ab (2 revisions)
CVE-2023-2033,High,$NA,1432210,https://issues.chromium.org/issues/1432210,Type Confusion in V8,Clément Lecigne of Google's Threat Analysis Group,2023-04-11,2023-04-14T10:14:00.000-07:00,https://chromereleases.googleblog.com/2023/04/stable-channel-update-for-desktop_14.html,https://chromium.googlesource.com/v8/v8/+/fa81078cca6964def7a3833704e0dba7b05065d8 | https://chromium.googlesource.com/v8/v8/+/71dcc0bca0fe3f73a5eb8d794ecb39e286a0e16c | https://chromium.googlesource.com/v8/v8/+/4d08e2d98f8b5c642148839b0669b17de36cd784 | https://chromium.googlesource.com/v8/v8/+/c605df24af3cf95e313391b542eb57b04d642e7a | https://chromium.googlesource.com/chromium/src/+/ec1342a1013a0f0e88a2d30fbedd3ddcc46c7079 | https://chromium.googlesource.com/chromium/src/+/c47d710594e289bdb8e7bb90e4f1cf302dc1ae44 | https://chromium.googlesource.com/chromium/src/+/39843ef6ca2722ad8f06173d2fd50148f479885d | https://chromium.googlesource.com/chromium/src/+/f2f834f6e7fdf761773232d87a18c6cd0a90237a | https://chromium.googlesource.com/v8/v8/+/12be50e5ccf198c6353bc82fe0d17e614bfb7431 | https://chromium.googlesource.com/chromium/src/+/ea0b4e8442d9f06ff46d575e1fea2276b48474ed | https://chromium.googlesource.com/chromium/src/+/d3a6cd0203d490fab4b4de293f59564f2146af81 | https://chromium.googlesource.com/v8/v8/+/b2a94c9023da70c99223640bf99c203425b42dda | https://chromium.googlesource.com/v8/v8/+/02685f0e95fa21e7957bc92725e143307458c7c1 | https://chromium.googlesource.com/v8/v8/+/6ee30110784ce616191dee2f3970249d57a77891 | https://chromium.googlesource.com/v8/v8/+/cc3d1715d8e1af7a6ae76599521685a080d1e89a | https://chromium.googlesource.com/chromium/src/+/82312e08eb2e685769fa32da77a956fd9bb05cce | https://chromium.googlesource.com/chromium/src/+/70fa24c48dd99a2e54e66e739fe1360db9e4fc61 | https://chromium.googlesource.com/v8/v8/+/5b2a75dd4d353e2e892ea3b794f37d411057eedb | https://chromium.googlesource.com/chromium/src/+/bdb99ef40320e6104c0e6d0cc9b4e89bb265ffa6,https://chromium-review.googlesource.com/c/v8/v8/+/4417690 | https://chromium-review.googlesource.com/c/v8/v8/+/4419049 | https://chromium-review.googlesource.com/c/v8/v8/+/4419051 | https://chromium-review.googlesource.com/c/v8/v8/+/4419050 | https://chromium-review.googlesource.com/c/chromium/src/+/4420366 | https://chromium-review.googlesource.com/c/chromium/src/+/4420156 | https://chromium-review.googlesource.com/c/chromium/src/+/4420125 | https://chromium-review.googlesource.com/c/chromium/src/+/4420128 | https://chromium-review.googlesource.com/c/v8/v8/+/4422621 | https://chromium-review.googlesource.com/c/chromium/src/+/4422918 | https://chromium-review.googlesource.com/c/chromium/src/+/4424094 | https://chromium-review.googlesource.com/c/v8/v8/+/4418966 | https://chromium-review.googlesource.com/c/v8/v8/+/4422893 | https://chromium-review.googlesource.com/c/v8/v8/+/4421304 | https://chromium-review.googlesource.com/c/v8/v8/+/4428092 | https://chromium-review.googlesource.com/c/chromium/src/+/4426523 | https://chromium-review.googlesource.com/c/chromium/src/+/4438132 | https://chromium-review.googlesource.com/c/v8/v8/+/4459252 | https://chromium-review.googlesource.com/c/chromium/src/+/4457451,"[runtime] Make Error.captureStackTrace() a no-op for global object | [runtime] Make Error.captureStackTrace() a no-op for global object | [runtime] Make Error.captureStackTrace() a no-op for global object | [runtime] Make Error.captureStackTrace() a no-op for global object | Roll v8 11.2 from 7db8eae7e0af to 6538a20aa097 (2 revisions) | Roll v8 11.2 from 7db8eae7e0af to 6538a20aa097 (2 revisions) | Roll v8 11.2 from 7db8eae7e0af to 6538a20aa097 (2 revisions) | Roll v8 11.3 from dc97ada0077e to 0e75d85d8e34 (2 revisions) | [M108-LTS][runtime] Make Error.captureStackTrace() a no-op for global object | Roll v8 10.8 from 37f7eb0c1a43 to 241857f6cb85 (2 revisions) | Roll v8 11.2 from 7db8eae7e0af to 6538a20aa097 (2 revisions) | [sandbox] Sandboxify WasmIndirectFunctionTable | Revert ""[sandbox] Sandboxify WasmIndirectFunctionTable"" | Reland ""[sandbox] Sandboxify WasmIndirectFunctionTable"" | Revert ""[M108-LTS][runtime] Make Error.captureStackTrace() a no-op for global object"" | Roll v8 10.8 from 241857f6cb85 to 56ed868fc3d8 (2 revisions) | Roll v8 10.9 from f4f3dea444e6 to 85151537a117 (2 revisions) | Reland ""[M108-LTS][runtime] Make Error.captureStackTrace() a no-op for global object"" | Roll v8 10.8 from 56ed868fc3d8 to f205fed0b719 (2 revisions)"
CVE-2023-1214,High,$10000,1412487,https://issues.chromium.org/issues/1412487,Type Confusion in V8,Man Yue Mo of GitHub Security Lab,2023-02-03,2023-03-07T13:16:00.004-08:00,https://chromereleases.googleblog.com/2023/03/stable-channel-update-for-desktop.html,https://chromium.googlesource.com/v8/v8/+/b0db6637936a88807b5512a4de68145d0a9d6f02 | https://chromium.googlesource.com/chromium/src/+/788e4f28e4e08c08d03e63f07ff5caec1bdf98c0 | https://chromium.googlesource.com/chromium/src/+/14c9e7a53a4e61a7deb03bb707ec2584c2982272 | https://chromium.googlesource.com/v8/v8/+/b8d6e262613c4bce6aef606242120d68b193d869,https://chromium-review.googlesource.com/c/v8/v8/+/4274626 | https://chromium-review.googlesource.com/c/chromium/src/+/4293778 | https://chromium-review.googlesource.com/c/chromium/src/+/4293501 | https://chromium-review.googlesource.com/c/v8/v8/+/4570890,[valueserializer] Fix map transition chain following w/ dictionary maps | Roll v8 11.1 from 3e5cb8693c29 to 9f67568f6710 (4 revisions) | Roll v8 11.0 from 299afaf4dec0 to e3829fc4daf7 (2 revisions) | [valueserializer] Add a regression test for a now-public bug
CVE-2023-0696,High,$7000,1402270,https://issues.chromium.org/issues/1402270,Type Confusion in V8,Haein Lee at KAIST Hacking Lab,2022-12-18,2023-02-07T11:37:00.000-08:00,https://chromereleases.googleblog.com/2023/02/stable-channel-update-for-desktop.html,https://chromium.googlesource.com/v8/v8/+/e17eee4894be67f715a7b2d7f17d8b69724f1cf8 | https://chromium.googlesource.com/chromium/src/+/87e2a8350307bd70848628b50d2da4c3c93827e8,https://chromium-review.googlesource.com/c/v8/v8/+/4116778 | https://chromium-review.googlesource.com/c/chromium/src/+/4204269,[wasm] Fix printing of wasm-to-js frames | Roll v8 11.0 from 264676c3b788 to dc183b6f8195 (3 revisions)
CVE-2022-4262,High,$NA,1394403,https://issues.chromium.org/issues/1394403,Type Confusion in V8,Clement Lecigne of Google's Threat Analysis Group,2022-11-29,2022-12-02T12:04:00.001-08:00,https://chromereleases.googleblog.com/2022/12/stable-channel-update-for-desktop.html,https://chromium.googlesource.com/v8/v8/+/27fa951ae4a3801126e84bc94d5c82dd2370d18b | https://chromium.googlesource.com/v8/v8/+/a4aece44c60ea1be4699667dbd27403574520df0 | https://chromium.googlesource.com/chromium/src/+/326a804e2a1a39819bce7d89b7413cc760838049 | https://chromium.googlesource.com/chromium/src/+/18a769a0c2036dd772d8d5b0bb9c05f7f765c93f | https://chromium.googlesource.com/chromium/src/+/65ac90404888e3414b9c72b20bf94ab0bad08f38 | https://chromium.googlesource.com/chromium/src/+/a024ca59e2a8444a995507981baea79d8792487e | https://chromium.googlesource.com/v8/v8/+/45e33e25713161cf67a6389880590848fdeed99f | https://chromium.googlesource.com/chromium/src/+/ca82a0b3d0d0899cb3c3b000650028294539d03c | https://chromium.googlesource.com/v8/v8/+/65f15016343a20a7cdfcb6b1f0d67bfa3ce8ef27,https://chromium-review.googlesource.com/c/v8/v8/+/4066044 | https://chromium-review.googlesource.com/c/v8/v8/+/4067819 | https://chromium-review.googlesource.com/c/chromium/src/+/4072344 | https://chromium-review.googlesource.com/c/chromium/src/+/4072465 | https://chromium-review.googlesource.com/c/chromium/src/+/4070530 | https://chromium-review.googlesource.com/c/chromium/src/+/4070550 | https://chromium-review.googlesource.com/c/v8/v8/+/4068122 | https://chromium-review.googlesource.com/c/chromium/src/+/4101401 | https://chromium-review.googlesource.com/c/v8/v8/+/4096480,[parser] Fix eval tracking | [parser] Fix eval tracking | Roll v8 10.8 from 18865d6af040 to 3155b0d10c05 (2 revisions) | Roll v8 10.8 from 18865d6af040 to 3155b0d10c05 (2 revisions) | Roll v8 10.8 from 18865d6af040 to 3155b0d10c05 (2 revisions) | Roll v8 10.9 from 15cc76bc997f to 50c39f3891b1 (2 revisions) | [M102-LTS][parser] Fix eval tracking | Roll v8 10.2 from 819b6859dee5 to 4a4c2bd96e29 (2 revisions) | Use --no-lazy --stress-lazy-source-positions when --fuzzing
